5.096794120618142188e-05,5.044515803456306458e-02,2.424293597869109362e-05,8.240994811058044434e-02,6.183676719665527344e-01,5.802860949188470840e-03,1.941572874784469604e-02,1.134071964770555496e-02,1.604339778423309326e-01,5.605854094028472900e-03,6.673477590084075928e-03,1.141572720371186733e-04,4.650964983738958836e-04,1.797188160708174109e-04,7.914757588878273964e-04,2.666063141077756882e-03,1.727166702039539814e-03,2.206715196371078491e-02,1.348231919109821320e-03,4.194190260022878647e-04,1.772834337316453457e-03,7.289691893674898893e-06,5.137559710988170991e-08,7.807914167642593384e-03,4.343802720541134477e-05,1.718945125128712448e-11,1.934661304403562099e-05
3.854664973914623260e-04,5.090761145964961543e-09,4.506286899186306982e-09,4.947017441736534238e-05,3.528942397679202259e-05,2.843218389898538589e-03,2.389230523494600966e-12,1.511065751691464953e-11,1.265337225049734116e-02,8.234720956339092179e-13,1.875580346677452326e-05,9.840102791786193848e-01,1.010239500942589075e-07,2.192025583269696654e-08,1.038030017497248991e-08,3.567722046682320070e-07,8.816142954559680334e-11,2.295802881135955431e-09,2.340737523809366394e-07,1.390914050602987118e-09,3.536556221206410555e-07,2.581319380468016789e-09,2.536547981435433030e-06,5.575168771088101494e-08,4.402318438678776147e-07,4.689070746272117063e-12,3.152049137650735078e-14
1.635482884012162685e-03,1.217205294778977986e-06,1.933098019435419701e-06,6.433104317693505436e-06,4.427049425430595875e-04,8.935047984123229980e-01,3.848462526434559550e-08,5.829366434006999498e-10,8.561667799949645996e-02,1.838271722343076675e-12,2.370327245444059372e-03,6.404698360711336136e-04,7.570466209472215269e-07,2.612915572797191999e-08,9.912512723531108350e-06,1.259252661839127541e-03,5.730101406697940547e-07,6.258132543734973297e-06,5.071309351478703320e-05,3.773639605242351536e-07,9.912419045576825738e-06,2.400780649622902274e-04,1.234341319650411606e-02,1.827637970563955605e-05,1.840135897509753704e-03,2.872569950795877958e-07,5.989294060704253297e-10
1.741040945053100586e-01,9.874796091935422737e-08,9.723052062327042222e-05,9.965062781702727079e-05,1.722764427540823817e-04,5.100832277094013989e-05,2.836072053469251841e-05,1.502647646702826023e-04,3.484646230936050415e-02,3.299160056258187979e-09,5.222504958510398865e-03,7.558555006980895996e-01,4.219089169055223465e-04,3.056283341720700264e-03,4.919911152683198452e-04,2.339010685682296753e-02,1.624532330879446818e-08,6.536472483276156709e-06,7.866749911045189947e-06,4.882720895693637431e-05,1.914528547786176205e-04,1.126611732615856454e-05,1.707960502244532108e-03,1.830942437663907185e-06,3.648095662356354296e-05,2.523796970022029740e-11,8.993885497465825551e-11
7.188754081726074219e-01,6.286159925927847780e-10,3.073077823501080275e-04,2.249742010462796316e-07,8.068377792369574308e-05,1.702075849152606679e-07,1.005866361083462834e-04,5.809830618090927601e-04,1.133932455559261143e-04,1.292677076492054766e-11,7.747337222099304199e-04,2.772635221481323242e-01,1.946376926298398757e-07,1.005517318844795227e-03,8.856820386426988989e-06,6.214649765752255917e-04,3.883595875442402701e-11,1.340757815881943316e-08,3.799451420150035119e-09,9.896695019051549025e-07,1.036243702401407063e-05,1.437179548702260945e-06,1.285684993490576744e-04,5.131226288312973338e-08,1.255418173968791962e-04,4.463567170498623782e-15,1.799178753029984090e-13
3.502249419689178467e-01,1.362910406754735959e-08,9.183001384371891618e-05,1.498023948443005793e-06,1.141923348768614233e-06,4.499138128721824614e-08,2.258518245071172714e-03,2.375358482822775841e-03,8.197214337997138500e-04,1.081077556364107295e-07,4.591471329331398010e-02,5.096731781959533691e-01,9.351188782602548599e-05,6.185847800225019455e-03,1.097019878216087818e-03,6.970170070417225361e-04,3.121648051163106174e-09,1.400527480655000545e-06,4.892579141824171529e-08,7.850005204090848565e-06,6.070534000173211098e-04,1.646009332034736872e-04,7.963237166404724121e-02,2.226859123766189441e-06,1.499883801443502307e-04,1.961641092618204851e-11,1.200735474590763907e-12
3.391082212328910828e-02,3.021705197170376778e-05,3.743051886558532715e-01,3.376926088094478473e-06,5.403690338134765625e-01,1.943044131621718407e-03,3.871227614581584930e-03,8.641122840344905853e-04,2.115213248998770723e-07,7.458954287553609674e-11,2.395740244537591934e-03,1.336420700681628659e-05,1.813865946331816303e-09,1.383778639137744904e-03,2.224504249170422554e-03,1.532702893018722534e-02,1.238422896676638629e-06,3.640625209300196730e-06,3.272565663792192936e-04,1.357152359560132027e-04,6.560216206707991660e-06,5.564573712035780773e-06,4.803808337783266325e-07,1.682151378190610558e-07,2.287776768207550049e-02,2.239193497288738399e-09,2.109602492694762077e-09
1.675413659540936351e-05,3.763360382436076179e-06,1.065859049558639526e-01,1.299399882555007935e-04,2.806009650230407715e-01,4.001783132553100586e-01,3.748858580365777016e-05,5.415622581494972110e-06,1.207570894621312618e-04,2.113552852733846521e-07,1.048615388572216034e-02,1.932807266712188721e-03,2.381940248596947640e-05,7.088065892457962036e-02,1.874331012368202209e-02,4.570432472974061966e-03,1.389520457450998947e-05,1.002092903945595026e-05,1.502098311902955174e-04,4.949404319631867111e-05,4.853516770708665717e-07,8.980496932053938508e-05,2.798455625452334061e-06,5.718368811358232051e-06,1.053607240319252014e-01,3.373287071894992550e-08,1.017303219441600959e-08
4.792649764567613602e-03,2.071616472676396370e-05,2.396957017481327057e-02,3.878107294440269470e-03,6.347555667161941528e-02,4.320202395319938660e-02,1.584004639880731702e-04,1.623881835257634521e-04,2.368786372244358063e-03,7.387699341165898659e-09,4.035694524645805359e-03,1.215321794152259827e-01,3.782279918596032076e-06,2.097077900543808937e-03,3.506190376356244087e-03,7.256841659545898438e-01,1.853474714152980596e-05,3.446744449320249259e-05,8.185638580471277237e-05,2.502990537323057652e-04,5.541840073419734836e-05,3.059902155655436218e-05,3.458879973550210707e-06,1.402344878442818299e-05,6.240138318389654160e-04,1.558767871723265586e-11,2.975475865696353139e-09
1.717952181934379041e-05,6.012218000250868499e-05,1.423010331791374483e-07,2.037540434685070068e-05,3.084478084929287434e-04,9.477165937423706055e-01,2.137828118975448888e-07,1.517691714525426505e-07,1.211032868013717234e-04,1.080259437458153116e-08,4.156095162034034729e-02,9.937446564435958862e-03,6.957331066814731457e-08,3.124820011635165429e-07,2.440185653540538624e-06,1.075775557524139003e-07,4.150985943862650629e-10,1.879231263046676759e-06,5.208303122117285966e-09,9.430615364180994220e-07,1.807580410968512297e-04,7.248685506056062877e-06,6.290963938226923347e-05,3.979316431923507480e-09,5.802153850709146354e-07,5.275675382665490076e-11,2.421949446551607821e-11
5.695159081369638443e-03,3.289370908987621078e-07,1.952516413439298049e-06,4.321182859712280333e-05,5.589282864093547687e-06,1.044557620843988843e-06,1.852426976256538182e-05,9.058503565029241145e-06,4.458256589714437723e-04,3.189590813690301729e-07,7.380212191492319107e-04,9.929404258728027344e-01,2.127603515589271410e-08,9.671197176430723630e-09,3.628631475294241682e-06,2.852209263437543996e-06,3.155516878905473277e-07,3.043160177185200155e-07,5.929753044142671570e-08,9.236174491888959892e-09,9.734124432725366205e-06,1.689564669504761696e-05,8.170925866579636931e-06,1.054254789778497070e-05,2.267103445774409920e-05,1.195262777642369656e-09,2.530357414798345417e-05
7.538424804806709290e-03,4.308370873332023621e-02,2.201727329520508647e-04,3.657634952105581760e-04,5.903171040699817240e-05,8.881024405127391219e-05,3.462536931037902832e-01,8.868046104907989502e-03,9.740530513226985931e-03,4.600372340064495802e-04,1.626852452754974365e-01,3.461695015430450439e-01,2.417158206924341357e-08,7.093438762240111828e-05,8.693088915379121318e-08,6.969507038593292236e-02,6.701003876514732838e-04,3.297756775282323360e-04,1.588679587882779742e-08,6.383385334629565477e-05,2.909875940531492233e-03,3.482283500488847494e-05,1.155171594291459769e-05,6.713643670082092285e-04,9.064114237844478339e-06,2.314221236247426122e-14,5.666541369464539457e-07
